CJ Boyce (Aus),2014-2015,5,5,16,0,101,6,2-Oct,16.83,6.31,16,0,0,T20,Bowling
NM Carter (Scot),2013-2013,7,7,26,1,168,6,Feb-27,28,6.46,26,0,0,T20,Bowling
MJ Clarke (Aus),2005-2010,34,15,26,0,225,6,1-Feb,37.5,8.65,26,0,0,T20,Bowling
S Dhaniram (Can),2008-2010,11,11,33.4,1,192,6,2-Sep,32,5.7,33.6,0,0,T20,Bowling
TM Dilshan (SL),2006-2015,64,20,36,0,274,6,2-Apr,45.66,7.61,36,0,0,T20,Bowling
Farhad Reza (Ban),2006-2014,13,11,26,0,261,6,Feb-34,43.5,10.03,26,0,0,T20,Bowling
Imad Wasim (Pak),2015-2015,5,5,14,0,68,6,4-Nov,11.33,4.85,14,1,0,T20,Bowling
Izatullah Dawlatzai (Afg),2012-2012,4,4,12,0,134,6,Mar-33,22.33,11.16,12,0,0,T20,Bowling
BMAJ Mendis (SL),2011-2013,16,8,18,0,116,6,Mar-24,19.33,6.44,18,0,0,T20,Bowling
JM Muirhead (Aus),2014-2014,5,5,15,0,109,6,Feb-13,18.16,7.26,15,0,0,T20,Bowling
M Ntini (SA),2005-2011,10,10,32,0,298,6,Feb-22,49.66,9.31,32,0,0,T20,Bowling
IE O'Brien (NZ),2009-2009,4,4,13,0,116,6,Feb-30,19.33,8.92,13,0,0,T20,Bowling
SNJ O'Keefe (Aus),2010-2011,7,7,19,0,149,6,Mar-29,24.83,7.84,19,0,0,T20,Bowling
E Otieno (Kenya),2012-2013,10,10,28.2,1,178,6,Mar-16,29.66,6.28,28.3,0,0,T20,Bowling
SK Raina (India),2006-2015,46,14,32.1,0,247,6,Feb-49,41.16,7.67,32.1,0,0,T20,Bowling
Sagar Pun (Nepal),2014-2015,9,8,23.3,0,131,6,Mar-26,21.83,5.57,23.5,0,0,T20,Bowling
E Schiferli (Neth),2008-2010,7,6,23,0,146,6,Mar-23,24.33,6.34,23,0,0,T20,Bowling
MM Sharma (India),2014-2015,8,8,23,0,185,6,Feb-28,30.83,8.04,23,0,0,T20,Bowling
LMP Simmons (WI),2007-2015,34,3,6,0,55,6,Apr-19,9.16,9.16,6,1,0,T20,Bowling
WPUJC Vaas (SL),2006-2007,6,6,22,1,128,6,Feb-14,21.33,5.81,22,0,0,T20,Bowling
Aftab Alam (Afg),2012-2015,5,5,15.5,0,122,5,Feb-23,24.4,7.7,19,0,0,T20,Bowling
Bilawal Bhatti (Pak),2013-2015,9,9,26,0,255,5,Feb-36,51,9.8,31.2,0,0,T20,Bowling
DR Briggs (Eng),2012-2014,7,6,18,0,199,5,Feb-25,39.8,11.05,21.6,0,0,T20,Bowling
KJ Coetzer (Scot),2008-2015,28,5,11,0,71,5,Mar-25,14.2,6.45,13.2,0,0,T20,Bowling
JH Davey (Scot),2012-2015,7,6,22.4,0,174,5,Mar-23,34.8,7.67,27.2,0,0,T20,Bowling
A Flintoff (Eng),2005-2007,7,7,25,0,161,5,Feb-23,32.2,6.44,30,0,0,T20,Bowling
BE Hendricks (SA),2014-2014,5,5,16.4,0,149,5,Feb-31,29.8,8.94,20,0,0,T20,Bowling
JO Holder (WI),2014-2015,3,3,11,0,94,5,Feb-34,18.8,8.54,13.2,0,0,T20,Bowling
MS Kasprowicz (Aus),2005-2005,2,2,7,0,57,5,Apr-29,11.4,8.14,8.4,1,0,T20,Bowling
RAS Lakmal (SL),2011-2014,4,4,15,0,122,5,Feb-26,24.4,8.13,18,0,0,T20,Bowling
GD McGrath (Aus),2005-2005,2,2,8,0,79,5,Mar-31,15.8,9.87,9.6,0,0,T20,Bowling
Mohammed Shami (India),2014-2014,4,4,14,0,125,5,Mar-38,25,8.92,16.8,0,0,T20,Bowling
Naved-ul-Hasan (Pak),2006-2010,4,4,14.1,0,101,5,Mar-19,20.2,7.12,17,0,0,T20,Bowling
RJ Nicol (NZ),2010-2013,21,13,20.3,0,167,5,Feb-20,33.4,8.14,24.6,0,0,T20,Bowling
GH O'Brien (Ber),2008-2008,3,3,11,0,41,5,2-Nov,8.2,3.72,13.2,0,0,T20,Bowling
NM Odhiambo (Kenya),2010-2013,8,7,18,0,127,5,Feb-33,25.4,7.05,21.6,0,0,T20,Bowling
PJ Ongondo (Kenya),2007-2008,8,8,26,1,177,5,Feb-18,35.4,6.8,31.2,0,0,T20,Bowling
AR Patel (India),2015-2015,4,4,15,0,102,5,Mar-17,20.4,6.8,18,0,0,T20,Bowling
IS Sodhi (NZ),2014-2015,4,4,13,0,93,5,Feb-27,18.6,7.15,15.6,0,0,T20,Bowling
I Udana (SL),2009-2012,6,6,22,1,182,5,Feb-17,36.4,8.27,26.4,0,0,T20,Bowling
LV van Beek (Neth),2014-2014,7,6,13,0,117,5,3-Sep,23.4,9,15.6,0,0,T20,Bowling
DJ Willey (Eng),2015-2015,2,2,6.2,0,56,5,Mar-22,11.2,8.84,7.6,0,0,T20,Bowling
DI Allan (Kenya),2012-2013,10,7,9.2,0,82,4,2-Aug,20.5,8.78,14,0,0,T20,Bowling
NJ Astle (NZ),2005-2006,4,2,6.5,0,50,4,Mar-20,12.5,7.31,10.2,0,0,T20,Bowling
HMCM Bandara (SL),2006-2009,4,4,14,0,96,4,Mar-32,24,6.85,21,0,0,T20,Bowling
MD Bates (NZ),2012-2012,3,3,11,0,107,4,Mar-31,26.75,9.72,16.5,0,0,T20,Bowling
GB Brent (Zim),2006-2007,3,3,11,0,93,4,Feb-19,23.25,8.45,16.5,0,0,T20,Bowling
PP Chawla (India),2010-2012,7,7,23,1,151,4,Feb-13,37.75,6.56,34.5,0,0,T20,Bowling
JM Davison (Can),2008-2010,5,5,18,0,91,4,Feb-19,22.75,5.05,27,0,0,T20,Bowling
RJ Harris (Aus),2010-2010,3,3,11.4,1,95,4,Feb-27,23.75,8.14,17.5,0,0,T20,Bowling
Joginder Sharma (India),2007-2007,4,4,14.3,0,138,4,Feb-20,34.5,9.51,21.7,0,0,T20,Bowling
MBS Jonkman (Neth),2010-2010,3,3,8,0,47,4,Feb-21,11.75,5.87,12,0,0,T20,Bowling
Karan KC (Nepal),2015-2015,5,5,15,0,138,4,Feb-24,34.5,9.2,22.5,0,0,T20,Bowling
GA Lamb (Zim),2010-2010,5,5,12.1,0,80,4,Feb-14,20,6.57,18.2,0,0,T20,Bowling
E Leie (SA),2015-2015,2,2,6,0,48,4,Mar-16,12,8,9,0,0,T20,Bowling
J Lewis (Eng),2005-2007,2,2,7,0,55,4,Apr-24,13.75,7.85,10.5,1,0,T20,Bowling
ML Lewis (Aus),2006-2006,2,2,7.3,0,49,4,Feb-18,12.25,6.53,11.2,0,0,T20,Bowling
CJ McKay (Aus),2010-2013,6,6,22.4,1,183,4,Feb-24,45.75,8.07,34,0,0,T20,Bowling
SW Masakadza (Zim),2010-2013,7,7,19.3,0,211,4,Feb-39,52.75,10.82,29.2,0,0,T20,Bowling
GE Mathurin (WI),2011-2012,3,3,10,0,65,4,3-Sep,16.25,6.5,15,0,0,T20,Bowling
Mohammad Kashif (Neth),2010-2010,3,3,7,0,55,4,Feb-28,13.75,7.85,10.5,0,0,T20,Bowling
PL Mommsen (Scot),2012-2015,17,7,23,0,164,4,Jan-23,41,7.13,34.5,0,0,T20,Bowling
JK Mukhiya (Nepal),2014-2015,4,4,10,0,56,4,Mar-18,14,5.6,15,0,0,T20,Bowling
N M'shangwe (Zim),2013-2014,5,5,16,0,142,4,Feb-33,35.5,8.87,24,0,0,T20,Bowling
Nasir Hossain (Ban),2011-2015,27,7,18,0,142,4,Feb-26,35.5,7.88,27,0,0,T20,Bowling
Nawroz Mangal (Afg),2010-2015,30,6,10,0,80,4,Mar-23,20,8,15,0,0,T20,Bowling
JO Ngoche (Kenya),2012-2013,7,7,24,0,140,4,Feb-31,35,5.83,36,0,0,T20,Bowling
Nizakat Khan (HK),2014-2015,7,4,13,0,69,4,Mar-19,17.25,5.3,19.5,0,0,T20,Bowling
AA Noffke (Aus),2007-2008,2,2,7.3,1,41,4,Mar-18,10.25,5.46,11.2,0,0,T20,Bowling
LN Onyango (Kenya),2007-2010,5,5,13,0,128,4,Feb-17,32,9.84,19.5,0,0,T20,Bowling
MM Patel (India),2011-2011,3,3,10,0,86,4,Feb-25,21.5,8.6,15,0,0,T20,Bowling
VD Philander (SA),2007-2007,7,6,13.5,0,114,4,Feb-23,28.5,8.24,20.7,0,0,T20,Bowling
AU Rashid (Eng),2009-2015,7,7,21,0,185,4,1-Nov,46.25,8.8,31.5,0,0,T20,Bowling
JE Root (Eng),2012-2015,10,5,9,0,96,4,Jan-13,24,10.66,13.5,0,0,T20,Bowling
CP Schofield (Eng),2007-2007,4,4,12.5,0,92,4,Feb-15,23,7.16,19.2,0,0,T20,Bowling
Shahadat Hossain (Ban),2006-2013,6,6,20,0,198,4,Feb-22,49.5,9.9,30,0,0,T20,Bowling
Sohag Gazi (Ban),2012-2015,10,10,35,1,299,4,Jan-28,74.75,8.54,52.5,0,0,T20,Bowling
AO Suji (Kenya),2007-2010,8,6,16.1,1,116,4,Feb-23,29,7.17,24.2,0,0,T20,Bowling
Syed Rasel (Ban),2007-2008,8,8,29,2,202,4,1-Oct,50.5,6.96,43.5,0,0,T20,Bowling
RML Taylor (Scot),2013-2015,5,5,14,0,100,4,Mar-17,25,7.14,21,0,0,T20,Bowling
SR Thompson (Ire),2014-2015,13,6,12.3,0,76,4,3-Oct,19,6.08,18.7,0,0,T20,Bowling
N Vanua (PNG),2015-2015,3,3,10.2,0,58,4,Feb-19,14.5,5.61,15.5,0,0,T20,Bowling
BV Vitori (Zim),2012-2015,8,8,28.4,0,225,4,Jan-24,56.25,7.84,43,0,0,T20,Bowling
MRJ Watt (Scot),2015-2015,7,5,18,1,169,4,Mar-28,42.25,9.38,27,0,0,T20,Bowling
K Weeraratne (SL),2008-2009,5,5,15,0,126,4,Apr-19,31.5,8.4,22.5,1,0,T20,Bowling
CR Woakes (Eng),2011-2014,6,6,19,0,187,4,Jan-29,46.75,9.84,28.5,0,0,T20,Bowling
CM Wright (Scot),2007-2009,3,2,5,0,49,4,Mar-29,12.25,9.8,7.5,0,0,T20,Bowling
AR Adams (NZ),2005-2006,4,4,12.5,0,105,3,Feb-20,35,8.18,25.6,0,0,T20,Bowling
AB Agarkar (India),2006-2007,4,3,10.3,1,85,3,2-Oct,28.33,8.09,21,0,0,T20,Bowling
MS Aulakh (Can),2012-2013,3,3,9,0,82,3,Feb-40,27.33,9.11,18,0,0,T20,Bowling
CG Burnett (Scot),2013-2013,1,1,4,0,18,3,Mar-18,6,4.5,8,0,0,T20,Bowling
TLW Cooper (Neth),2012-2014,15,9,17,0,132,3,Feb-18,44,7.76,34,0,0,T20,Bowling
RMS Eranga (SL),2012-2013,3,3,11,0,90,3,Feb-30,30,8.18,22,0,0,T20,Bowling
Fawad Ahmed (Aus),2013-2013,2,2,8,0,68,3,Mar-25,22.66,8.5,16,0,0,T20,Bowling
B Fernando (SL),2015-2015,2,2,7.2,0,71,3,Feb-33,23.66,9.68,14.6,0,0,T20,Bowling
ST Gabriel (WI),2013-2013,2,2,7,0,56,3,Mar-44,18.66,8,14,0,0,T20,Bowling
WT Gavera (PNG),2015-2015,3,3,9,1,50,3,Mar-17,16.66,5.55,18,0,0,T20,Bowling
D Gough (Eng),2005-2006,2,2,6.5,0,49,3,Mar-16,16.33,7.17,13.6,0,0,T20,Bowling
TGJ Gruijters (Neth),2012-2013,8,5,12,0,74,3,1-May,24.66,6.16,24,0,0,T20,Bowling
HF Gurney (Eng),2014-2014,2,2,8,0,55,3,Feb-26,18.33,6.87,16,0,0,T20,Bowling
AM Guruge (UAE),2014-2015,4,4,12,0,103,3,Feb-18,34.33,8.58,24,0,0,T20,Bowling
AJ Hall (SA),2006-2006,2,2,8,0,60,3,Mar-22,20,7.5,16,0,0,T20,Bowling
SM Harwood (Aus),2007-2009,3,3,12,0,113,3,Feb-21,37.66,9.41,24,0,0,T20,Bowling
JW Hastings (Aus),2010-2011,3,3,10,0,66,3,Mar-14,22,6.6,20,0,0,T20,Bowling
MC Henriques (Aus),2009-2014,4,3,7,0,65,3,Feb-35,21.66,9.28,14,0,0,T20,Bowling
LM Jongwe (Zim),2015-2015,2,2,6,0,33,3,Feb-24,11,5.5,12,0,0,T20,Bowling
E Katchay (Can),2008-2008,4,4,10,0,71,3,Jan-18,23.66,7.1,20,0,0,T20,Bowling
SKW Kelly (Ber),2008-2008,3,3,7,0,50,3,Feb-18,16.66,7.14,14,0,0,T20,Bowling
V Kohli (India),2010-2015,30,11,22.4,0,183,3,Jan-13,61,8.07,45.3,0,0,T20,Bowling
MW Machan (Scot),2013-2013,6,5,16.3,0,108,3,Mar-23,36,6.54,33,0,0,T20,Bowling
DL Maddy (Eng),2007-2007,4,2,3,0,26,3,2-Jun,8.66,8.66,6,0,0,T20,Bowling
SI Mahmood (Eng),2006-2009,4,4,14,0,155,3,Jan-31,51.66,11.07,28,0,0,T20,Bowling
Mansoor Amjad (Pak),2008-2008,1,1,1,0,3,3,3-Mar,1,3,2,0,0,T20,Bowling
T Mishra (Kenya),2007-2013,15,2,5,0,33,3,Mar-25,11,6.6,10,0,0,T20,Bowling
Mustafizur Rahman (Ban),2015-2015,3,3,12,0,84,3,Feb-20,28,7,24,0,0,T20,Bowling
Naeem Islam (Ban),2008-2013,10,6,15,0,122,3,Feb-32,40.66,8.13,30,0,0,T20,Bowling
JL Pattinson (Aus),2011-2012,4,4,13,0,104,3,Feb-17,34.66,8,26,0,0,T20,Bowling
MDK Perera (SL),2011-2011,3,3,10,0,72,3,Mar-26,24,7.2,20,0,0,T20,Bowling
S Prasanna (SL),2013-2014,3,3,6,0,66,3,Feb-45,22,11,12,0,0,T20,Bowling
JB Reva (PNG),2015-2015,2,2,8,0,37,3,2-Nov,12.33,4.62,16,0,0,T20,Bowling
A Shahzad (Eng),2010-2011,3,3,11,0,97,3,Feb-38,32.33,8.81,22,0,0,T20,Bowling
Sharafuddin Ashraf (Afg),2015-2015,4,4,14,0,119,3,Mar-27,39.66,8.5,28,0,0,T20,Bowling
R Sharma (India),2012-2012,2,2,7.2,0,56,3,Feb-29,18.66,7.63,14.6,0,0,T20,Bowling
PM Siddle (Aus),2009-2010,2,2,8,0,58,3,Feb-24,19.33,7.25,16,0,0,T20,Bowling
Sikandar Raza (Zim),2013-2015,12,7,14,0,112,3,Feb-15,37.33,8,28,0,0,T20,Bowling
JH Stander (Scot),2009-2012,11,7,13.3,0,156,3,Feb-24,52,11.55,27,0,0,T20,Bowling
BA Stokes (Eng),2011-2015,9,5,15,0,145,3,Feb-24,48.33,9.66,30,0,0,T20,Bowling
AC Thomas (SA),2007-2007,1,1,4,0,25,3,Mar-25,8.33,6.25,8,0,0,T20,Bowling
DR Tuffey (NZ),2005-2010,3,3,10,0,93,3,Feb-16,31,9.3,20,0,0,T20,Bowling
A Vala (PNG),2015-2015,3,2,4.4,0,20,3,2-Jul,6.66,4.28,9.3,0,0,T20,Bowling
MB van Schelven (Neth),2015-2015,2,2,7,0,30,3,Feb-22,10,4.28,14,0,0,T20,Bowling
RR Watson (Scot),2007-2010,10,5,10,0,92,3,1-Apr,30.66,9.2,20,0,0,T20,Bowling
RM West (Ire),2009-2009,5,5,19,0,142,3,Jan-23,47.33,7.47,38,0,0,T20,Bowling
KS Williamson (NZ),2011-2015,25,8,11.4,0,120,3,1-Jun,40,10.28,23.3,0,0,T20,Bowling
MA Wood (Eng),2015-2015,1,1,3,0,26,3,Mar-26,8.66,8.66,6,0,0,T20,Bowling
CA Young (Ire),2015-2015,6,5,15,1,111,3,Jan-17,37,7.4,30,0,0,T20,Bowling
Younis Khan (Pak),2006-2010,25,1,3.4,0,18,3,Mar-18,6,4.9,7.3,0,0,T20,Bowling
Zahid Hussain (Can),2012-2012,3,3,9.3,0,47,3,Mar-16,15.66,4.94,19,0,0,T20,Bowling
Ziaur Rahman (Ban),2012-2014,14,7,12.3,0,127,3,Jan-16,42.33,10.16,25,0,0,T20,Bowling
YA Abdulla (SA),2009-2009,2,2,7,0,44,2,Jan-16,22,6.28,21,0,0,T20,Bowling
Abul Hasan (Ban),2012-2012,4,4,11,0,108,2,Feb-33,54,9.81,33,0,0,T20,Bowling
MM Ali (Eng),2014-2015,8,6,9,0,75,2,1-Mar,37.5,8.33,27,0,0,T20,Bowling
Alok Kapali (Ban),2007-2011,7,2,5,0,35,2,2-Dec,17.5,7,15,0,0,T20,Bowling
CJA Amini (PNG),2015-2015,3,2,5,0,30,2,Feb-23,15,6,15,0,0,T20,Bowling
Amjad Javed (UAE),2014-2015,5,5,13.2,0,118,2,Jan-18,59,8.85,40,0,0,T20,Bowling
M Ansari (Oman),2015-2015,1,1,3.5,0,38,2,Feb-38,19,9.91,11.5,0,0,T20,Bowling
LS Baker (WI),2008-2009,3,3,8,0,58,2,1-Dec,29,7.25,24,0,0,T20,Bowling
KM Dabengwa (Zim),2006-2010,8,7,11,0,106,2,1-Jan,53,9.63,33,0,0,T20,Bowling
MD Dai (PNG),2015-2015,3,3,7,0,49,2,Feb-13,24.5,7,21,0,0,T20,Bowling
JWM Dalrymple (Eng),2006-2007,3,3,5,0,39,2,1-Oct,19.5,7.8,15,0,0,T20,Bowling
Dawlat Ahmadzai (Afg),2010-2010,2,2,4,0,46,2,Jan-21,23,11.5,12,0,0,T20,Bowling
AS Dean (Can),2008-2013,2,2,4,0,32,2,Feb-18,16,8,12,0,0,T20,Bowling
AP Devcich (NZ),2013-2014,4,4,12,0,80,2,Feb-16,40,6.66,36,0,0,T20,Bowling
LHD Dilhara (SL),2008-2008,2,2,5,0,30,2,2-Jun,15,6,15,0,0,T20,Bowling
GD Elliott (NZ),2009-2015,6,5,5,0,60,2,1-Jul,30,12,15,0,0,T20,Bowling
AM Ellis (NZ),2012-2013,5,4,10,0,105,2,Feb-40,52.5,10.5,30,0,0,T20,Bowling
B Geeves (Aus),2009-2009,1,1,3.2,0,35,2,Feb-35,17.5,10.5,10,0,0,T20,Bowling
JOA Gordon (Can),2013-2013,2,2,7,0,62,2,Feb-30,31,8.85,21,0,0,T20,Bowling
NM Hauritz (Aus),2009-2009,3,2,7.2,0,47,2,Jan-20,23.5,6.4,22,0,0,T20,Bowling
MJ Henry (NZ),2014-2015,3,3,10,0,72,2,1-Sep,36,7.2,30,0,0,T20,Bowling
PA Hitchcock (NZ),2008-2008,1,1,3,0,43,2,Feb-43,21.5,14.33,9,0,0,T20,Bowling
Imran Khan (1) (Pak),2015-2015,2,2,8,0,64,2,Feb-35,32,8,24,0,0,T20,Bowling
MM Iqbal (Scot),2012-2013,6,3,8,0,59,2,Feb-15,29.5,7.37,24,0,0,T20,Bowling
Kamran Shazad (UAE),2014-2014,3,3,8.4,0,77,2,Feb-19,38.5,8.88,26,0,0,T20,Bowling
P Khadka (Nepal),2014-2015,11,11,28,1,170,2,1-Mar,85,6.07,84,0,0,T20,Bowling
A Khan (Eng),2009-2009,1,1,4,0,34,2,Feb-34,17,8.5,12,0,0,T20,Bowling
B Laughlin (Aus),2009-2013,3,3,11.5,0,118,2,Jan-32,59,9.97,35.5,0,0,T20,Bowling
KS Lokuarachchi (SL),2012-2012,2,2,6,0,48,2,Feb-31,24,8,18,0,0,T20,Bowling
J Louw (SA),2008-2009,2,2,7,0,54,2,Feb-36,27,7.71,21,0,0,T20,Bowling
AR McBrine (Ire),2014-2015,4,3,7,0,71,2,Feb-26,35.5,10.14,21,0,0,T20,Bowling
AJ McKay (NZ),2010-2010,2,2,5.4,0,31,2,Feb-20,15.5,5.47,17,0,0,T20,Bowling
CS MacLeod (Scot),2009-2015,19,4,11,0,83,2,Feb-17,41.5,7.54,33,0,0,T20,Bowling
GI Maiden (Scot),2008-2008,3,3,10,0,58,2,Jan-20,29,5.8,30,0,0,T20,Bowling
H Masakadza (Zim),2006-2015,38,9,12,0,113,2,1-Apr,56.5,9.41,36,0,0,T20,Bowling
MJ Mason (NZ),2006-2008,3,3,9,0,65,2,Jan-18,32.5,7.22,27,0,0,T20,Bowling
SC Meaker (Eng),2012-2012,2,2,7.5,0,70,2,Jan-28,35,8.93,23.5,0,0,T20,Bowling
Mohammad Naveed (UAE),2015-2015,3,3,9,0,76,2,1-Oct,38,8.44,27,0,0,T20,Bowling
CT Mutombodzi (Zim),2013-2013,3,3,10,0,81,2,Feb-28,40.5,8.1,30,0,0,T20,Bowling
T Muzarabani (Zim),2015-2015,3,3,9,0,93,2,Jan-23,46.5,10.33,27,0,0,T20,Bowling
A Nel (SA),2005-2007,2,2,8,0,42,2,Feb-19,21,5.25,24,0,0,T20,Bowling
MS Panesar (Eng),2007-2007,1,1,4,0,40,2,Feb-40,20,10,12,0,0,T20,Bowling
H Patel (Can),2010-2013,11,5,9.5,0,83,2,Feb-23,41.5,8.44,29.5,0,0,T20,Bowling
DBL Powell (WI),2007-2007,5,5,17,0,131,2,1-Jun,65.5,7.7,51,0,0,T20,Bowling
RJ Ranpura (Oman),2015-2015,1,1,4,0,17,2,Feb-17,8.5,4.25,12,0,0,T20,Bowling
Raza-ur-Rehman (Can),2012-2013,5,3,9,0,58,2,Feb-16,29,6.44,27,0,0,T20,Bowling
AJ Redmond (NZ),2009-2010,7,1,2.5,0,24,2,Feb-24,12,8.47,8.5,0,0,T20,Bowling
GA Rogers (Scot),2008-2009,2,2,7.5,0,67,2,Feb-15,33.5,8.55,23.5,0,0,T20,Bowling
IH Romaine (Ber),2008-2008,2,2,3.4,0,21,2,2-Feb,10.5,5.72,11,0,0,T20,Bowling
JD Ryder (NZ),2008-2014,22,5,10,0,68,2,1-Feb,34,6.8,30,0,0,T20,Bowling
MJ Santner (NZ),2015-2015,1,1,4,0,28,2,Feb-28,14,7,12,0,0,T20,Bowling
RR Sarwan (WI),2007-2010,18,1,2,0,10,2,2-Oct,5,5,6,0,0,T20,Bowling
Sharif Asadullah (UAE),2014-2014,1,1,3,0,21,2,Feb-21,10.5,7,9,0,0,T20,Bowling
EHSN Silva (UAE),2014-2014,2,2,7,0,58,2,Jan-20,29,8.28,21,0,0,T20,Bowling
Sohail Khan (Pak),2008-2011,3,3,7,0,51,2,Feb-13,25.5,7.28,21,0,0,T20,Bowling
Taskin Ahmed (Ban),2014-2015,3,2,8,0,53,2,Jan-24,26.5,6.62,24,0,0,T20,Bowling
R Telemachus (SA),2006-2007,3,3,12,0,90,2,Jan-22,45,7.5,36,0,0,T20,Bowling
S Thuraisingam (Can),2008-2008,3,3,7.5,0,44,2,Jan-13,22,5.61,23.5,0,0,T20,Bowling
CT Tremlett (Eng),2007-2007,1,1,4,0,45,2,Feb-45,22.5,11.25,12,0,0,T20,Bowling
AC Voges (Aus),2007-2013,7,1,2,0,5,2,2-May,2.5,2.5,6,0,0,T20,Bowling
SR Welsh (Can),2008-2008,1,1,3,0,6,2,2-Jun,3,2,9,0,0,T20,Bowling
AR White (Ire),2008-2012,18,1,4,0,18,2,Feb-18,9,4.5,12,0,0,T20,Bowling
G Wijekoon (SL),2007-2007,3,3,11,0,101,2,1-Dec,50.5,9.18,33,0,0,T20,Bowling
SA Abbott (Aus),2014-2014,3,3,6,0,47,1,Jan-17,47,7.83,36,0,0,T20,Bowling
Ahmed Raza (UAE),2014-2015,3,3,8.2,0,76,1,Jan-29,76,9.12,50,0,0,T20,Bowling
GW Aldridge (NZ),2011-2011,1,1,4,0,45,1,Jan-45,45,11.25,24,0,0,T20,Bowling
S Aravind (India),2015-2015,1,1,3.4,0,44,1,Jan-44,44,12,22,0,0,T20,Bowling
CD Barnwell (WI),2011-2013,6,4,6,0,51,1,Jan-24,51,8.5,36,0,0,T20,Bowling
F Behardien (SA),2012-2015,23,2,2,0,12,1,1-Apr,12,6,12,0,0,T20,Bowling
A Bhattarai (Nepal),2014-2014,1,1,3,0,12,1,1-Dec,12,4,18,0,0,T20,Bowling
STR Binny (India),2015-2015,2,2,4,0,22,1,Jan-14,22,5.5,24,0,0,T20,Bowling
N Boje (SA),2005-2005,1,1,4,0,27,1,Jan-27,27,6.75,24,0,0,T20,Bowling
SG Borthwick (Eng),2011-2011,1,1,4,0,15,1,Jan-15,15,3.75,24,0,0,T20,Bowling
CR Brathwaite (WI),2011-2015,2,2,6,0,67,1,Jan-25,67,11.16,36,0,0,T20,Bowling
CL Cairns (NZ),2005-2006,2,2,8,0,52,1,Jan-28,52,6.5,48,0,0,T20,Bowling
BCJ Cutting (Aus),2013-2014,4,4,11,0,99,1,Jan-18,99,9,66,0,0,T20,Bowling
H Davids (SA),2012-2013,9,2,2,0,13,1,1-Jun,13,6.5,12,0,0,T20,Bowling
CD de Lange (Scot),2015-2015,3,2,7,0,53,1,Jan-44,53,7.57,42,0,0,T20,Bowling
JL Denly (Eng),2009-2010,5,1,1,0,9,1,1-Sep,9,9,6,0,0,T20,Bowling
PA Desai (Can),2012-2012,1,1,3,0,30,1,Jan-30,30,10,18,0,0,T20,Bowling
Fayyaz Ahmed (UAE),2015-2015,1,1,3,0,29,1,Jan-29,29,9.66,18,0,0,T20,Bowling
JN Gillespie (Aus),2005-2005,1,1,4,0,49,1,Jan-49,49,12.25,24,0,0,T20,Bowling
SJ Harmison (Eng),2005-2006,2,2,6.3,0,42,1,Jan-13,42,6.46,39,0,0,T20,Bowling
BJ Hodge (Aus),2007-2014,15,3,5,0,43,1,Jan-13,43,8.6,30,0,0,T20,Bowling
Iftikhar Anjum (Pak),2007-2009,2,2,8,0,67,1,Jan-34,67,8.37,48,0,0,T20,Bowling
AJ Ireland (Zim),2006-2006,1,1,3,0,33,1,Jan-33,33,11,18,0,0,T20,Bowling
DSNFG Jayasuriya (SL),2015-2015,1,1,4,0,37,1,Jan-37,37,9.25,24,0,0,T20,Bowling
A Karn (Nepal),2015-2015,2,2,8,0,49,1,Jan-31,49,6.12,48,0,0,T20,Bowling
Khurram Chohan (Can),2010-2010,4,4,12.1,0,106,1,Jan-24,106,8.71,73,0,0,T20,Bowling
Khurram Khan (UAE),2014-2014,3,1,1,0,8,1,1-Aug,8,8,6,0,0,T20,Bowling
RT Lyons (Scot),2010-2010,2,2,6,0,40,1,Jan-26,40,6.66,36,0,0,T20,Bowling
GT Main (Scot),2015-2015,3,1,3,0,21,1,Jan-21,21,7,18,0,0,T20,Bowling
MR Marsh (Aus),2011-2015,4,3,7,0,62,1,Jan-30,62,8.85,42,0,0,T20,Bowling
A Martin (WI),2011-2011,1,1,3,0,20,1,Jan-20,20,6.66,18,0,0,T20,Bowling
T Maruma (Zim),2008-2014,9,2,3,0,20,1,1-Aug,20,6.66,18,0,0,T20,Bowling
Mohammad Nadeem (Oman),2015-2015,1,1,4,0,20,1,Jan-20,20,5,24,0,0,T20,Bowling
Mohammad Rafique (Ban),2006-2006,1,1,4,0,22,1,Jan-22,22,5.5,24,0,0,T20,Bowling
J Mubarak (SL),2007-2009,16,2,1.2,0,17,1,1-Sep,17,12.75,8,0,0,T20,Bowling
T Mupariwa (Zim),2007-2008,4,4,13,0,94,1,Jan-22,94,7.23,78,0,0,T20,Bowling
Najeeb Amar (HK),2014-2014,1,1,3,0,29,1,Jan-29,29,9.66,18,0,0,T20,Bowling
Nazmul Hossain (Ban),2009-2012,4,4,7,0,67,1,Jan-15,67,9.57,42,0,0,T20,Bowling
L Nou (PNG),2015-2015,3,3,10,0,65,1,Jan-24,65,6.5,60,0,0,T20,Bowling
MP O'Dowd (Neth),2015-2015,3,1,1.4,0,7,1,1-Jul,7,4.2,10,0,0,T20,Bowling
JL Ontong (SA),2008-2015,14,4,6,0,83,1,Jan-25,83,13.83,36,0,0,T20,Bowling
MA Parker (Scot),2012-2012,2,2,6,0,61,1,Jan-36,61,10.16,36,0,0,T20,Bowling
RR Patel (Kenya),2008-2013,22,3,3,0,26,1,Jan-13,26,8.66,18,0,0,T20,Bowling
