J Arun Lal (India),1982-1989,13,13,0,122,51,9.38,232,52.58,0,1,4,ODI,Batting
Babar Hayat (HK),2014-2014,4,4,0,122,55,30.5,172,70.93,0,2,1,ODI,Batting
RL Bhudia (Kenya),2008-2009,5,5,0,122,47,24.4,124,98.38,0,0,0,ODI,Batting
CRM Douglas (Ber),2008-2008,2,2,0,122,69,61,218,55.96,0,2,0,ODI,Batting
BA Parchment (WI),2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0,ODI,Batting
SK Gupta (Kenya),1996-2001,10,10,1,121,41,13.44,220,55,0,0,3,ODI,Batting
TAM Siriwardana (SL),2015-2015,5,5,1,121,52*,30.25,89,135.95,0,1,0,ODI,Batting
GJAF Aponso (Neth),1996-1996,5,4,0,120,58,30,247,48.58,0,1,0,ODI,Batting
L Balaji (India),2002-2009,30,16,6,120,21*,12,152,78.94,0,0,2,ODI,Batting
Krishna Chandran (UAE),2014-2015,11,9,2,119,43,17,247,48.17,0,0,3,ODI,Batting
VV Morea (PNG),2014-2014,2,2,1,119,65*,119,144,82.63,0,2,0,ODI,Batting
Shahid Mahboob (Pak),1982-1984,10,6,1,119,77,23.8,194,61.34,0,1,1,ODI,Batting
MC Sorensen (Ire),2013-2015,12,7,2,119,31,23.8,149,79.86,0,0,0,ODI,Batting
EJ Chatfield (NZ),1979-1989,114,48,37,118,19*,10.72,346,34.1,0,0,6,ODI,Batting
DBL Powell (WI),2002-2009,55,25,3,118,48*,5.36,164,71.95,0,0,8,ODI,Batting
JN Snape (Eng),2001-2002,10,7,3,118,38,29.5,173,68.2,0,0,0,ODI,Batting
V Yadav (India),1992-1994,19,12,2,118,34*,11.8,116,101.72,0,0,2,ODI,Batting
DH Brain (Zim),1992-1995,23,18,4,117,27,8.35,171,68.42,0,0,2,ODI,Batting
NB Mahwire (Zim),2004-2006,23,19,8,117,22*,10.63,249,46.98,0,0,2,ODI,Batting
FL Reifer (WI),1997-2009,8,8,0,117,40,14.62,229,51.09,0,0,0,ODI,Batting
Arshad Ayub (India),1987-1990,32,17,7,116,31*,11.6,162,71.6,0,0,1,ODI,Batting
Azam Khan (Pak),1996-1998,6,5,0,116,72,23.2,177,65.53,0,1,0,ODI,Batting
PH Edmonds (Eng),1977-1987,29,18,7,116,20,10.54,232,50,0,0,3,ODI,Batting
Hamza Tariq (Can),2011-2014,7,7,0,116,71,16.57,157,73.88,0,1,2,ODI,Batting
JW Hastings (Aus),2010-2015,13,10,5,116,34*,23.2,104,111.53,0,0,1,ODI,Batting
Tauseef Ahmed (Pak),1982-1990,70,25,14,116,27*,10.54,216,53.7,0,0,3,ODI,Batting
GK Khoda (India),1998-1998,2,2,0,115,89,57.5,185,62.16,0,1,0,ODI,Batting
GD McGrath (Aus/ICC),1993-2007,250,68,38,115,11,3.83,236,48.72,0,0,14,ODI,Batting
MA Carberry (Eng),2013-2014,6,6,0,114,63,19,180,63.33,0,1,0,ODI,Batting
GR Dilley (Eng),1979-1988,36,18,8,114,31*,11.4,133,85.71,0,0,2,ODI,Batting
FM Engineer (India),1974-1975,5,4,1,114,54*,38,195,58.46,0,1,0,ODI,Batting
KD Ghavri (India),1975-1981,19,16,6,114,20,11.4,194,58.76,0,0,1,ODI,Batting
MO Jones (Ber),2006-2007,12,12,2,113,27,11.3,149,75.83,0,0,1,ODI,Batting
DL Maddy (Eng),1998-2000,8,6,0,113,53,18.83,206,54.85,0,1,1,ODI,Batting
Naved Anjum (Pak),1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1,ODI,Batting
MJ Cosgrove (Aus),2006-2006,3,3,0,112,74,37.33,116,96.55,0,1,0,ODI,Batting
DP Hyatt (WI),2011-2011,9,9,1,112,39,14,188,59.57,0,0,1,ODI,Batting
Hasan Jamil (Pak),1977-1978,6,5,0,111,28,22.2,120,92.5,0,0,0,ODI,Batting
RDM Leverock (Ber),2006-2009,32,19,9,111,20*,11.1,382,29.05,0,0,1,ODI,Batting
RD Brown (Zim),1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0,ODI,Batting
Rashid Khan (Pak),1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0,ODI,Batting
MG Burmester (Zim),1992-1995,8,7,1,109,39,18.16,207,52.65,0,0,0,ODI,Batting
Mohammed Shami (India),2013-2015,47,21,11,109,25,10.9,125,87.2,0,0,4,ODI,Batting
CL Smith (Eng),1984-1984,4,4,0,109,70,27.25,240,45.41,0,1,0,ODI,Batting
SJ Rhodes (Eng),1989-1995,9,8,2,107,56,17.83,150,71.33,0,1,0,ODI,Batting
G Cook (Eng),1981-1983,6,6,0,106,32,17.66,261,40.61,0,0,0,ODI,Batting
CR Foggo (Ber),2008-2008,4,4,0,106,60,26.5,174,60.91,0,1,0,ODI,Batting
LM Jongwe (Zim),2014-2015,11,9,2,106,46,15.14,130,81.53,0,0,1,ODI,Batting
KO Meth (Zim),2006-2012,11,8,0,106,53,13.25,183,57.92,0,1,2,ODI,Batting
Faruk Ahmed (Ban),1988-1999,7,7,0,105,57,15,273,38.46,0,1,1,ODI,Batting
RK Kleinveldt (SA),2013-2013,10,7,0,105,43,15,124,84.67,0,0,1,ODI,Batting
TJ Laughlin (Aus),1978-1979,6,5,1,105,74,26.25,160,65.62,0,1,0,ODI,Batting
PM Toohey (Aus),1978-1979,5,4,2,105,54*,52.5,133,78.94,0,1,0,ODI,Batting
CD Collymore (WI),1999-2007,84,35,17,104,13*,5.77,261,39.84,0,0,8,ODI,Batting
BP Nash (WI),2008-2009,9,7,3,104,39*,26,141,73.75,0,0,0,ODI,Batting
RP Singh (India),2005-2011,58,20,10,104,23,10.4,242,42.97,0,0,3,ODI,Batting
MW Priest (NZ),1990-1998,18,14,4,103,24,10.3,225,45.77,0,0,2,ODI,Batting
JW Wilson (NZ),1993-2005,6,6,1,103,44*,20.6,112,91.96,0,0,1,ODI,Batting
CT Mutombodzi (Zim),2013-2015,8,8,1,102,27,14.57,131,77.86,0,0,0,ODI,Batting
Arshad Laeeq (UAE),1994-1996,6,6,1,101,43*,20.2,215,46.97,0,0,1,ODI,Batting
XJ Doherty (Aus),2010-2015,60,23,16,101,15*,14.42,184,54.89,0,0,2,ODI,Batting
ERNS Fernando (SL),1983-1983,7,5,0,101,36,20.2,216,46.75,0,0,2,ODI,Batting
RO Hinds (WI),2001-2004,14,9,3,101,18*,16.83,170,59.41,0,0,0,ODI,Batting
WR James (Zim),1992-1996,11,8,1,101,29,14.42,255,39.6,0,0,1,ODI,Batting
TA Lloyd (Eng),1984-1984,3,3,0,101,49,33.66,228,44.29,0,0,0,ODI,Batting
Tabarak Dar (HK),2004-2008,4,4,0,101,36,25.25,175,57.71,0,0,0,ODI,Batting
GB Troup (NZ),1976-1985,22,12,8,101,39,25.25,140,72.14,0,0,0,ODI,Batting
S Amarnath (India),1978-1978,3,3,0,100,62,33.33,119,84.03,0,1,0,ODI,Batting
S Elworthy (SA),1998-2002,39,16,8,100,23,12.5,160,62.5,0,0,3,ODI,Batting
MG Hughes (Aus),1988-1993,33,17,8,100,20,11.11,134,74.62,0,0,3,ODI,Batting
Liton Das (Ban),2015-2015,6,6,1,100,36,20,124,80.64,0,0,1,ODI,Batting
Shahzaib Hasan (Pak),2010-2010,3,3,0,100,50,33.33,113,88.49,0,1,0,ODI,Batting
NMK Smith (Eng),1996-1996,7,6,1,100,31,20,132,75.75,0,0,0,ODI,Batting
TL Chatara (Zim),2013-2015,27,18,10,99,23,12.37,166,59.63,0,0,2,ODI,Batting
LV Garrick (WI),2001-2001,3,3,0,99,76,33,204,48.52,0,1,0,ODI,Batting
AFG Griffith (WI),1996-2000,9,8,1,99,47,14.14,177,55.93,0,0,0,ODI,Batting
Irfan Ahmed (HK),2008-2014,6,6,0,99,37,16.5,125,79.2,0,0,1,ODI,Batting
Rahmat Shah (Afg),2013-2014,8,6,0,99,35,16.5,170,58.23,0,0,0,ODI,Batting
BC Rose (Eng),1977-1977,2,2,0,99,54,49.5,210,47.14,0,1,0,ODI,Batting
Saad Nasim (Pak),2015-2015,3,3,1,99,77*,49.5,124,79.83,0,1,1,ODI,Batting
DCC Borden (Ber),2006-2008,12,11,4,98,24,14,195,50.25,0,0,2,ODI,Batting
GJ Crocker (Zim),1992-1993,6,5,1,98,50,24.5,105,93.33,0,1,0,ODI,Batting
EJ Gray (NZ),1984-1988,10,7,1,98,38,16.33,230,42.6,0,0,0,ODI,Batting
Haseeb Amjad (HK),2014-2014,4,4,0,98,42,24.5,76,128.94,0,0,1,ODI,Batting
LR Johnson (WI),2008-2015,6,6,0,98,51,16.33,175,56,0,1,1,ODI,Batting
I Maraj (Can),2003-2003,6,6,1,98,53*,19.6,264,37.12,0,1,2,ODI,Batting
Mohammad Ishaq (UAE),1994-1996,5,5,1,98,51*,24.5,130,75.38,0,1,0,ODI,Batting
GC Small (Eng),1987-1992,53,24,9,98,18*,6.53,188,52.12,0,0,6,ODI,Batting
Suhrawadi Shuvo (Ban),2010-2011,17,10,3,98,20*,14,135,72.59,0,0,0,ODI,Batting
GM Ewing (Zim),2004-2005,7,7,0,97,46,13.85,137,70.8,0,0,2,ODI,Batting
AL Kandappah (Can),2007-2007,2,2,1,97,69*,97,156,62.17,0,1,0,ODI,Batting
RB Kerr (Aus),1985-1985,4,4,1,97,87*,32.33,159,61,0,1,0,ODI,Batting
Manzoor Akhtar (Pak),1997-1998,7,4,0,97,44,24.25,147,65.98,0,0,0,ODI,Batting
MJ Santner (NZ),2015-2015,5,5,1,97,44,24.25,75,129.33,0,0,0,ODI,Batting
PM Seelaar (Neth),2006-2014,37,21,10,97,34*,8.81,184,52.71,0,0,5,ODI,Batting
Azhar Hossain (Ban),1988-1990,7,7,0,96,54,13.71,266,36.09,0,1,0,ODI,Batting
MP Bicknell (Eng),1990-1991,7,6,2,96,31*,24,104,92.3,0,0,0,ODI,Batting
D Daesrath (Can),2012-2013,4,3,0,95,40,31.66,137,69.34,0,0,0,ODI,Batting
AA Donald (SA),1991-2003,164,40,18,95,13,4.31,279,34.05,0,0,12,ODI,Batting
Mohammad Tauqir (UAE),2004-2015,11,9,2,95,55,13.57,164,57.92,0,1,0,ODI,Batting
HK Olonga (Zim),1995-2003,50,27,14,95,31,7.3,163,58.28,0,0,6,ODI,Batting
KL Tucker (Ber),2006-2007,12,12,2,95,34,9.5,246,38.61,0,0,1,ODI,Batting
VC Drakes (WI),1995-2004,34,17,5,94,25,7.83,174,54.02,0,0,2,ODI,Batting
GFJ Liebenberg (SA),1995-1998,4,4,0,94,39,23.5,199,47.23,0,0,0,ODI,Batting
S Abid Ali (India),1974-1975,5,3,0,93,70,31,132,70.45,0,1,0,ODI,Batting
Kabir Ali (Eng),2003-2006,14,9,3,93,39*,15.5,108,86.11,0,0,2,ODI,Batting
D Elgar (SA),2012-2012,5,4,0,93,42,23.25,158,58.86,0,0,0,ODI,Batting
MR Gillespie (NZ),2006-2009,32,14,8,93,28,15.5,118,78.81,0,0,1,ODI,Batting
V Mehra (UAE),1994-1996,6,6,1,92,43,18.4,202,45.54,0,0,0,ODI,Batting
BC Strang (Zim),1995-2001,49,26,8,92,18,5.11,220,41.81,0,0,5,ODI,Batting
Babar Azam (Pak),2015-2015,3,3,0,91,54,30.33,109,83.48,0,1,0,ODI,Batting
SJ Harmison (Eng),2002-2009,58,25,14,91,18*,8.27,141,64.53,0,0,3,ODI,Batting
JV Harris (Can),2003-2003,6,6,0,91,31,15.16,204,44.6,0,0,0,ODI,Batting
SG Peall (Zim),1992-1996,21,15,1,91,21,6.5,150,60.66,0,0,4,ODI,Batting
DP Samaraweera (SL),1993-1994,5,4,0,91,49,22.75,169,53.84,0,0,0,ODI,Batting
SW Billings (Eng),2015-2015,5,4,0,90,41,22.5,68,132.35,0,0,0,ODI,Batting
RT Lyons (Scot),2006-2010,25,14,10,90,28,22.5,147,61.22,0,0,0,ODI,Batting
GB Murgatroyd (Nam),2003-2003,6,6,0,90,52,15,145,62.06,0,1,2,ODI,Batting
A Ratra (India),2002-2002,12,8,1,90,30,12.85,127,70.86,0,0,0,ODI,Batting
Aamer Hanif (Pak),1993-1995,5,4,2,89,36*,44.5,128,69.53,0,0,0,ODI,Batting
Bilawal Bhatti (Pak),2013-2015,10,7,1,89,39,14.83,75,118.66,0,0,1,ODI,Batting
Rubel Hossain (Ban),2009-2015,67,34,18,89,17,5.56,161,55.27,0,0,6,ODI,Batting
JJ van der Wath (SA),2006-2007,10,8,2,89,37*,14.83,70,127.14,0,0,3,ODI,Batting
VB Chandrasekhar (India),1988-1990,7,7,0,88,53,12.57,162,54.32,0,1,0,ODI,Batting
JS Patel (NZ),2005-2009,39,13,7,88,34,14.66,150,58.66,0,0,0,ODI,Batting
Raees Ahmadzai (Afg),2009-2010,5,4,1,88,39,29.33,137,64.23,0,0,0,ODI,Batting
AJ Traicos (Zim),1983-1993,27,17,9,88,19,11,175,50.28,0,0,1,ODI,Batting
Anil Dalpat (Pak),1984-1986,15,10,3,87,37,12.42,136,63.97,0,0,1,ODI,Batting
K Jethi (Can),2008-2008,3,3,1,87,46*,43.5,79,110.12,0,0,0,ODI,Batting
RM Ellison (Eng),1984-1986,14,12,4,86,24,10.75,110,78.18,0,0,0,ODI,Batting
Hamid Hassan (Afg),2009-2015,30,16,4,86,17,7.16,164,52.43,0,0,3,ODI,Batting
BD Julien (WI),1973-1977,12,8,2,86,26*,14.33,148,58.1,0,0,1,ODI,Batting
EH Mattis (WI),1981-1981,2,2,0,86,62,43,190,45.26,0,1,0,ODI,Batting
AD Mullally (Eng),1996-2001,50,25,10,86,20,5.73,238,36.13,0,0,6,ODI,Batting
R Vinay Kumar (India),2010-2013,31,13,4,86,27*,9.55,146,58.9,0,0,2,ODI,Batting
W Watson (NZ),1986-1994,61,24,13,86,21,7.81,180,47.77,0,0,3,ODI,Batting
PB Dassanayake (SL),1993-1994,16,10,2,85,20*,10.62,142,59.85,0,0,0,ODI,Batting
PJC Hoffmann (Scot),2006-2007,18,14,3,85,31,7.72,69,123.18,0,0,3,ODI,Batting
KAD Hurdle (Ber),2006-2007,19,13,5,85,22,10.62,101,84.15,0,0,2,ODI,Batting
SI Mahmood (Eng),2004-2009,26,15,4,85,22*,7.72,101,84.15,0,0,3,ODI,Batting
KJ Barnett (Eng),1988-1988,1,1,0,84,84,84,146,57.53,0,1,0,ODI,Batting
IG Butler (NZ),2002-2010,26,13,5,84,25,10.5,154,54.54,0,0,2,ODI,Batting
SF Dukanwala (UAE),1996-1996,5,4,2,84,40*,42,139,60.43,0,0,0,ODI,Batting
VB John (SL),1982-1987,45,19,10,84,15,9.33,152,55.26,0,0,3,ODI,Batting
GI Maiden (Scot),2010-2011,7,6,2,84,31,21,133,63.15,0,0,1,ODI,Batting
Saqib Ali (UAE),2008-2014,5,5,1,84,25*,21,129,65.11,0,0,0,ODI,Batting
Younis Ahmed (Pak),1987-1987,2,2,0,84,58,42,151,55.62,0,1,0,ODI,Batting
OAC Banks (WI),2003-2005,5,5,0,83,33,16.6,149,55.7,0,0,0,ODI,Batting
GH Bodi (SA),2007-2007,2,2,0,83,51,41.5,132,62.87,0,1,0,ODI,Batting
AG Davies (Scot),1999-1999,5,5,1,83,32,20.75,154,53.89,0,0,1,ODI,Batting
LHD Dilhara (SL),2005-2013,9,9,0,83,29,9.22,107,77.57,0,0,1,ODI,Batting
R Strydom (Ire),2008-2008,9,6,0,83,37,13.83,155,53.54,0,0,0,ODI,Batting
RGD Willis (Eng),1973-1984,64,22,14,83,24,10.37,157,52.86,0,0,4,ODI,Batting
RR David (Can),2008-2010,4,3,0,82,48,27.33,170,48.23,0,0,0,ODI,Batting
LJ Koen (SA),1997-2000,5,5,0,82,28,16.4,169,48.52,0,0,1,ODI,Batting
DB Kotze (Nam),2003-2003,6,6,1,82,27,16.4,135,60.74,0,0,0,ODI,Batting
AR Patel (India),2014-2015,20,13,5,82,17*,10.25,83,98.79,0,0,3,ODI,Batting
RD Robinson (Aus),1977-1977,2,2,0,82,70,41,143,57.34,0,1,0,ODI,Batting
Mahbubul Alam (Ban),2009-2009,5,2,0,81,59,40.5,71,114.08,0,1,0,ODI,Batting
TJ Murtagh (Ire),2012-2015,14,8,4,81,23*,20.25,94,86.17,0,0,0,ODI,Batting
GA Rogers (Scot),2006-2008,13,8,3,81,26,16.2,169,47.92,0,0,1,ODI,Batting
SM Sharif (Scot),2011-2015,12,8,4,81,26,20.25,108,75,0,0,0,ODI,Batting
S Sriram (India),2000-2004,8,7,1,81,57,13.5,135,60,0,1,1,ODI,Batting
Syed Rasel (Ban),2005-2010,52,27,11,81,15,5.06,185,43.78,0,0,5,ODI,Batting
Jai P Yadav (India),2002-2005,12,7,3,81,69,20.25,123,65.85,0,1,2,ODI,Batting
PC de Silva (SL),2014-2014,6,6,1,80,44,16,98,81.63,0,0,0,ODI,Batting
G Goudie (Scot),2008-2013,16,11,3,80,23,10,99,80.8,0,0,2,ODI,Batting
TR Gripper (Zim),2001-2003,8,8,0,80,26,10,187,42.78,0,0,1,ODI,Batting
Hammad Azam (Pak),2011-2015,11,7,2,80,36,16,131,61.06,0,0,0,ODI,Batting
Hashmatullah Shahidi (Afg),2013-2014,6,6,2,80,38*,20,136,58.82,0,0,1,ODI,Batting
PWE Rawson (Zim),1983-1987,10,8,3,80,24*,16,123,65.04,0,0,1,ODI,Batting
SK Sharma (India),1988-1990,23,12,4,80,28,10,135,59.25,0,0,2,ODI,Batting
S Badrinath (India),2008-2011,7,6,1,79,27*,15.8,172,45.93,0,0,0,ODI,Batting
Shahadat Hossain (Ban),2006-2013,51,27,17,79,16*,7.9,151,52.31,0,0,3,ODI,Batting
MHN Walker (Aus),1974-1981,17,11,3,79,20,9.87,170,46.47,0,0,1,ODI,Batting
AC Dale (Aus),1997-2000,30,12,8,78,15*,19.5,136,57.35,0,0,1,ODI,Batting
MF Kent (Aus),1981-1981,5,5,1,78,33,19.5,133,58.64,0,0,0,ODI,Batting
MW Rushmere (SA),1992-1992,4,4,0,78,35,19.5,174,44.82,0,0,0,ODI,Batting
MH Tissera (SL),1975-1975,3,3,0,78,52,26,147,53.06,0,1,0,ODI,Batting
Anshuman Rath (HK),2014-2014,2,2,0,77,55,38.5,119,64.7,0,1,0,ODI,Batting
BN Cooper (Neth),2013-2014,4,2,0,77,74,38.5,61,126.22,0,1,0,ODI,Batting
MJ McClenaghan (NZ),2013-2015,43,13,9,77,34*,19.25,120,64.16,0,0,0,ODI,Batting
TL Best (WI),2004-2014,26,16,8,76,24,9.5,125,60.8,0,0,1,ODI,Batting
BB Chari (Zim),2015-2015,4,4,0,76,39,19,164,46.34,0,0,0,ODI,Batting
Imad Wasim (Pak),2015-2015,5,2,0,76,61,38,78,97.43,0,1,0,ODI,Batting
AP Sheahan (Aus),1972-1972,3,3,0,75,50,25,124,60.48,0,1,0,ODI,Batting
KDK Vithanage (SL),2013-2014,6,6,1,75,27,15,90,83.33,0,0,0,ODI,Batting
Imran Tahir (SA),2011-2015,47,16,8,74,23*,9.25,107,69.15,0,0,1,ODI,Batting
NG Jones (Ire),2010-2011,14,9,4,74,25*,14.8,102,72.54,0,0,0,ODI,Batting
MS Kasprowicz (Aus),1995-2005,43,13,9,74,28*,18.5,89,83.14,0,0,2,ODI,Batting
MM Patel (India),2006-2011,70,27,16,74,15,6.72,112,66.07,0,0,4,ODI,Batting
Yasir Arafat (Pak),2000-2009,11,8,3,74,27,14.8,110,67.27,0,0,0,ODI,Batting
FH Edwards (WI),2003-2009,50,22,14,73,13,9.12,160,45.62,0,0,2,ODI,Batting
CK Langeveldt (SA),2001-2010,72,21,10,73,12,6.63,124,58.87,0,0,1,ODI,Batting
EB McSweeney (NZ),1986-1987,16,14,5,73,18*,8.11,119,61.34,0,0,2,ODI,Batting
GR Sealy (Can),1979-1979,3,3,0,73,45,24.33,149,48.99,0,0,0,ODI,Batting
CS Serjeant (Aus),1977-1978,3,3,0,73,46,24.33,158,46.2,0,0,0,ODI,Batting
R Telemachus (SA),1998-2006,37,15,3,73,29,6.08,94,77.65,0,0,2,ODI,Batting
AL Wadekar (India),1974-1974,2,2,0,73,67,36.5,90,81.11,0,1,0,ODI,Batting
G Blakeney (Ber),2009-2009,2,2,0,72,42,36,69,104.34,0,0,0,ODI,Batting
TG Hogan (Aus),1983-1984,16,12,4,72,27,9,95,75.78,0,0,1,ODI,Batting
BA Murphy (Zim),2000-2003,31,17,8,72,20*,8,130,55.38,0,0,1,ODI,Batting
OL Pitcher (Ber),2007-2007,5,5,0,72,30,14.4,217,33.17,0,0,1,ODI,Batting
I Sharma (India),2007-2015,76,27,13,72,13,5.14,200,36,0,0,4,ODI,Batting
S Viswanath (India),1985-1988,22,12,4,72,23*,9,139,51.79,0,0,0,ODI,Batting
CJ Adams (Eng),1998-2000,5,4,0,71,42,17.75,144,49.3,0,0,0,ODI,Batting
Aizaz Khan (HK),2014-2014,2,2,0,71,42,35.5,102,69.6,0,0,0,ODI,Batting
DI Allan (Kenya),2011-2013,5,5,0,71,27,14.2,153,46.4,0,0,0,ODI,Batting
MK Pandey (India),2015-2015,1,1,0,71,71,71,86,82.55,0,1,0,ODI,Batting
KED Carroll (Ire),2007-2007,6,6,0,70,28,11.66,126,55.55,0,0,1,ODI,Batting
AC Evans (Scot),2009-2015,12,7,4,70,28,23.33,90,77.77,0,0,0,ODI,Batting
SR Gillespie (NZ),1986-1988,19,11,5,70,18*,11.66,106,66.03,0,0,1,ODI,Batting
Shuvagata Hom (Ban),2011-2011,4,3,1,70,35*,35,86,81.39,0,0,0,ODI,Batting
MJ Smith (Eng),1973-1974,5,5,0,70,31,14,159,44.02,0,0,1,ODI,Batting
RD Steede (Ber),2006-2008,8,7,1,70,20,11.66,142,49.29,0,0,0,ODI,Batting
Ashraf Ali (Pak),1980-1985,16,9,5,69,19*,17.25,135,51.11,0,0,1,ODI,Batting
SR Clark (Aus),2005-2009,39,12,7,69,16*,13.8,88,78.4,0,0,1,ODI,Batting
AC Dawson (SA),1998-2004,19,7,4,69,23*,23,67,102.98,0,0,0,ODI,Batting
Y Goonasekera (SL),1983-1983,3,3,0,69,35,23,104,66.34,0,0,0,ODI,Batting
FS Crockwell (Ber),2009-2009,2,2,0,68,45,34,104,65.38,0,0,0,ODI,Batting
TGJ Gruijters (Neth),2010-2013,5,4,1,68,32,22.66,116,58.62,0,0,0,ODI,Batting
OJ Hairs (Scot),2010-2010,5,5,0,68,27,13.6,100,68,0,0,0,ODI,Batting
RK Illingworth (Eng),1991-1996,25,11,5,68,14,11.33,119,57.14,0,0,0,ODI,Batting
SO Ngoche (Kenya),2010-2014,14,12,3,68,28,7.55,119,57.14,0,0,4,ODI,Batting
M Sheikh (Kenya),1997-2000,21,15,5,68,15*,6.8,123,55.28,0,0,2,ODI,Batting
SJ Cook (SA),1991-1993,4,4,0,67,35,16.75,118,56.77,0,0,1,ODI,Batting
SG Davies (Zim),1996-1996,4,4,0,67,45,16.75,173,38.72,0,0,0,ODI,Batting
Junaid Siddiqui (Can),2011-2014,9,8,3,67,25,13.4,144,46.52,0,0,1,ODI,Batting
HJC Mol (Neth),2002-2008,11,9,1,67,23,8.37,183,36.61,0,0,2,ODI,Batting
V Pollard (NZ),1973-1974,3,2,0,67,55,33.5,145,46.2,0,1,0,ODI,Batting
PR Adams (SA),1996-2003,24,9,5,66,33*,16.5,124,53.22,0,0,2,ODI,Batting
Akhtar Sarfraz (Pak),1997-1998,4,4,0,66,25,16.5,99,66.66,0,0,0,ODI,Batting
RJ Bright (Aus),1974-1986,11,8,4,66,19*,16.5,122,54.09,0,0,1,ODI,Batting
SS Pathirana (SL),2015-2015,3,3,0,66,33,22,72,91.66,0,0,0,ODI,Batting
OO Bascome (Ber),2008-2008,6,6,0,65,20,10.83,145,44.82,0,0,0,ODI,Batting
KCG Benjamin (WI),1992-1996,26,13,7,65,17,10.83,80,81.25,0,0,1,ODI,Batting
RD King (WI),1998-2005,50,23,14,65,12*,7.22,203,32.01,0,0,5,ODI,Batting
RG Petrie (NZ),1990-1991,12,8,3,65,21,13,109,59.63,0,0,1,ODI,Batting
Saeed Azad (Pak),1995-1996,4,4,0,65,31,16.25,131,49.61,0,0,0,ODI,Batting
VA Holder (WI),1973-1978,12,6,1,64,30,12.8,85,75.29,0,0,1,ODI,Batting
H Osinde (Can),2006-2013,42,28,13,64,21*,4.26,130,49.23,0,0,7,ODI,Batting
KF Semple (WI),1999-1999,7,6,0,64,23,10.66,165,38.78,0,0,0,ODI,Batting
Aamer Yamin (Pak),2015-2015,3,2,1,63,62,63,69,91.3,0,1,0,ODI,Batting
RO Hussain (Scot),2006-2010,8,8,1,63,17,9,143,44.05,0,0,0,ODI,Batting
PD McGlashan (NZ),2009-2009,4,2,1,63,56*,63,51,123.52,0,1,0,ODI,Batting
MQ Sheikh (Scot),2008-2010,7,7,1,63,23,10.5,140,45,0,0,0,ODI,Batting
BV Vitori (Zim),2011-2015,19,10,3,63,20*,9,69,91.3,0,0,3,ODI,Batting
Adnan Akmal (Pak),2011-2012,5,4,1,62,27,20.66,89,69.66,0,0,0,ODI,Batting
SD Anurasiri (SL),1986-1994,45,18,12,62,11,10.33,143,43.35,0,0,2,ODI,Batting
PG Coman (NZ),1973-1974,3,3,0,62,38,20.66,104,59.61,0,0,1,ODI,Batting
CE Cuffy (WI),1994-2002,41,22,8,62,17*,4.42,125,49.6,0,0,5,ODI,Batting
Shaheedur Rahman (Ban),1986-1986,2,2,0,62,37,31,108,57.4,0,0,0,ODI,Batting
CJA Amini (PNG),2014-2014,2,2,1,61,61*,61,68,89.7,0,1,1,ODI,Batting
Azhar Saeed (UAE),1994-1996,7,7,0,61,32,8.71,195,31.28,0,0,1,ODI,Batting
Dolar Mahmud (Ban),2008-2009,7,4,0,61,41,15.25,44,138.63,0,0,2,ODI,Batting
MN Hart (NZ),1994-2002,13,8,0,61,16,7.62,101,60.39,0,0,1,ODI,Batting
JD Love (Eng),1981-1981,3,3,0,61,43,20.33,100,61,0,0,0,ODI,Batting
EO Odumbe (Kenya),1996-1996,8,7,1,61,20,10.16,150,40.66,0,0,0,ODI,Batting
DR Parry (WI),1978-1980,6,5,1,61,32,15.25,77,79.22,0,0,0,ODI,Batting
Shakeel Ahmed jnr (Pak),1995-1995,2,2,0,61,36,30.5,128,47.65,0,0,0,ODI,Batting
ELR Stewart (SA),1993-2002,6,6,2,61,23*,15.25,116,52.58,0,0,0,ODI,Batting
DS Wesonga (Kenya),2010-2011,4,4,1,61,33,20.33,108,56.48,0,0,0,ODI,Batting
RM West (Ire),2008-2009,10,4,2,61,29*,30.5,41,148.78,0,0,1,ODI,Batting
KJ Abbott (SA),2013-2015,19,8,2,60,23,10,93,64.51,0,0,0,ODI,Batting
GE Bradburn (NZ),1990-2001,11,10,3,60,30,8.57,130,46.15,0,0,1,ODI,Batting
JJ Celestine (Ber),2007-2008,8,8,0,60,20,7.5,135,44.44,0,0,1,ODI,Batting
ST Clarke (WI),1978-1982,10,8,2,60,20,10,58,103.44,0,0,1,ODI,Batting
NM Coulter-Nile (Aus),2013-2015,13,8,4,60,16,15,82,73.17,0,0,0,ODI,Batting
Humayun Farhat (Pak),2001-2001,5,3,0,60,39,20,56,107.14,0,0,0,ODI,Batting
JA Jameson (Eng),1973-1975,3,3,0,60,28,20,158,37.97,0,0,0,ODI,Batting
Junaid Khan (Pak),2011-2015,52,23,11,60,25,5,108,55.55,0,0,5,ODI,Batting
NC McGarrell (WI),1998-2001,17,10,2,60,19,7.5,98,61.22,0,0,2,ODI,Batting
Nasir Aziz (UAE),2014-2015,3,1,0,60,60,60,86,69.76,0,1,0,ODI,Batting
Abdul Jabbar (Can),2007-2007,2,2,0,59,44,29.5,82,71.95,0,0,0,ODI,Batting
