MJ North (Aus),2009-2009,2,2,0,6,5,3,19,31.57,0,0,0,ODI,Batting
LN Oluoch (Kenya),2011-2011,2,2,1,6,5*,6,6,100,0,0,0,ODI,Batting
AK Patel (India),1984-1985,8,2,0,6,6,3,11,54.54,0,0,1,ODI,Batting
DB Rundle (SA),1994-1994,2,2,0,6,6,3,11,54.54,0,0,1,ODI,Batting
RJW Topley (Eng),2015-2015,1,1,0,6,6,6,27,22.22,0,0,0,ODI,Batting
RJ Webb (NZ),1983-1983,3,1,1,6,6*,-,10,60,0,0,0,ODI,Batting
AC Agar (Aus),2015-2015,2,1,0,5,5,5,15,33.33,0,0,0,ODI,Batting
Aijaz Ali (USA),2004-2004,2,2,0,5,4,2.5,11,45.45,0,0,0,ODI,Batting
RT Crandon (WI),2009-2009,1,1,0,5,5,5,9,55.55,0,0,0,ODI,Batting
N Fernandes (UAE),2008-2008,1,1,0,5,5,5,13,38.46,0,0,0,ODI,Batting
R Illingworth (Eng),1971-1973,3,2,0,5,4,2.5,18,27.77,0,0,0,ODI,Batting
Jalal-ud-Din (Pak),1982-1983,8,2,0,5,5,2.5,5,100,0,0,1,ODI,Batting
Jubair Hossain (Ban),2014-2015,3,1,0,5,5,5,9,55.55,0,0,0,ODI,Batting
Khalid Khan (HK),2004-2004,2,2,0,5,3,2.5,8,62.5,0,0,0,ODI,Batting
H McLeod (EAf),1975-1975,2,2,0,5,5,2.5,10,50,0,0,1,ODI,Batting
Mansoor Amjad (Pak),2008-2008,1,1,0,5,5,5,10,50,0,0,0,ODI,Batting
Maqsood Rana (Pak),1990-1990,1,1,0,5,5,5,13,38.46,0,0,0,ODI,Batting
Naumanullah (Pak),2008-2008,1,1,0,5,5,5,4,125,0,0,0,ODI,Batting
Niamur Rashid (Ban),1999-1999,2,2,1,5,4*,5,5,100,0,0,0,ODI,Batting
DJ Pringle (EAf),1975-1975,2,2,0,5,3,2.5,15,33.33,0,0,0,ODI,Batting
D Ramnarine (WI),1997-2001,4,3,0,5,2,1.66,13,38.46,0,0,0,ODI,Batting
Sajjad Akbar (Pak),1990-1990,2,1,0,5,5,5,9,55.55,0,0,0,ODI,Batting
L Sivaramakrishnan (India),1985-1987,16,4,2,5,2*,2.5,24,20.83,0,0,0,ODI,Batting
G Snyman (Nam),2003-2003,5,4,0,5,5,1.25,9,55.55,0,0,3,ODI,Batting
IS Sodhi (NZ),2015-2015,6,2,0,5,5,2.5,15,33.33,0,0,1,ODI,Batting
Talha Jubair (Ban),2002-2003,6,5,3,5,4*,2.5,15,33.33,0,0,2,ODI,Batting
DJ Terbrugge (SA),2000-2000,4,2,1,5,5,5,14,35.71,0,0,0,ODI,Batting
J Theron (SA),2010-2010,4,1,0,5,5,5,5,100,0,0,0,ODI,Batting
RK Whelan (Ire),2007-2007,2,2,0,5,5,2.5,12,41.66,0,0,1,ODI,Batting
Abul Hasan (Ban),2012-2015,6,2,0,4,3,2,9,44.44,0,0,0,ODI,Batting
MI Black (WI),2001-2001,5,2,0,4,4,2,14,28.57,0,0,1,ODI,Batting
N Dickwella (SL),2014-2014,1,1,0,4,4,4,10,40,0,0,0,ODI,Batting
PS Eaglestone (Ire),2008-2008,1,1,0,4,4,4,3,133.33,0,0,0,ODI,Batting
Fawad Ahmed (Aus),2013-2013,3,1,1,4,4*,-,2,200,0,0,0,ODI,Batting
PJ Franks (Eng),2000-2000,1,1,0,4,4,4,17,23.52,0,0,0,ODI,Batting
D Ganesh (India),1997-1997,1,1,0,4,4,4,8,50,0,0,0,ODI,Batting
Gursharan Singh (India),1990-1990,1,1,0,4,4,4,10,40,0,0,0,ODI,Batting
Jahangir Alam (Ban),1997-1999,3,3,0,4,3,1.33,22,18.18,0,0,1,ODI,Batting
ML Lewis (Aus),2005-2006,7,1,1,4,4*,-,4,100,0,0,0,ODI,Batting
CH Lonsdale (Ber),2007-2007,1,1,0,4,4,4,28,14.28,0,0,0,ODI,Batting
Mohammad Nazir (Pak),1980-1984,4,3,3,4,2*,-,16,25,0,0,0,ODI,Batting
GK Pandey (India),1999-1999,2,2,1,4,4*,4,11,36.36,0,0,1,ODI,Batting
PI Pocock (Eng),1985-1985,1,1,0,4,4,4,9,44.44,0,0,0,ODI,Batting
AM Salvi (India),2003-2003,4,3,1,4,4*,2,14,28.57,0,0,2,ODI,Batting
Samiur Rahman (Ban),1986-1986,2,2,0,4,4,2,7,57.14,0,0,1,ODI,Batting
BB Seebaran (Can),2003-2003,4,3,2,4,4*,4,13,30.76,0,0,1,ODI,Batting
Shahzad Khan (Can),2007-2007,1,1,0,4,4,4,12,33.33,0,0,0,ODI,Batting
RW Staple (USA),2004-2004,2,2,0,4,4,2,11,36.36,0,0,1,ODI,Batting
PJR Steyn (SA),1995-1995,1,1,0,4,4,4,14,28.57,0,0,0,ODI,Batting
MP Stoinis (Aus),2015-2015,1,1,0,4,4,4,5,80,0,0,0,ODI,Batting
R Sudhakar Rao (India),1976-1976,1,1,0,4,4,4,14,28.57,0,0,0,ODI,Batting
S Sumar (EAf),1975-1975,1,1,0,4,4,4,11,36.36,0,0,0,ODI,Batting
VAB Tewarie (Neth),2011-2011,1,1,0,4,4,4,22,18.18,0,0,0,ODI,Batting
GS Trimble (Aus),1986-1986,2,2,1,4,4,4,5,80,0,0,0,ODI,Batting
T van der Gugten (Neth),2012-2013,4,2,0,4,2,2,6,66.66,0,0,0,ODI,Batting
SL Watkin (Eng),1994-1994,4,2,0,4,4,2,23,17.39,0,0,1,ODI,Batting
UWMBCA Welegedara (SL),2009-2010,10,3,2,4,2*,4,9,44.44,0,0,0,ODI,Batting
RPAH Wickramaratne (SL),1993-1993,3,2,0,4,3,2,6,66.66,0,0,0,ODI,Batting
P Wilson (Aus),1997-1998,11,5,2,4,2,1.33,13,30.76,0,0,2,ODI,Batting
M Zondeki (Afr/SA),2002-2008,13,3,2,4,3*,4,5,80,0,0,1,ODI,Batting
SA Abbott (Aus),2014-2014,1,1,0,3,3,3,7,42.85,0,0,0,ODI,Batting
Abdullah Mazari (Afg),2010-2010,2,1,0,3,3,3,16,18.75,0,0,0,ODI,Batting
Al-Amin Hossain (Ban),2014-2014,11,5,3,3,2*,1.5,13,23.07,0,0,2,ODI,Batting
CR Amini (PNG),2014-2014,2,1,1,3,3*,-,3,100,0,0,0,ODI,Batting
RA Bhatti (Can),2011-2011,1,1,1,3,3*,-,4,75,0,0,0,ODI,Batting
JWHD Boteju (SL),1999-1999,2,2,1,3,2,3,11,27.27,0,0,0,ODI,Batting
SS Cottrell (WI),2015-2015,2,2,2,3,2*,-,9,33.33,0,0,0,ODI,Batting
NR Dyer (Scot),1999-1999,5,4,3,3,2*,3,14,21.42,0,0,1,ODI,Batting
N Pradeep (SL),2012-2015,5,3,3,3,3*,-,5,60,0,0,0,ODI,Batting
D Gamage (SL),2003-2003,3,2,1,3,2*,3,10,30,0,0,0,ODI,Batting
LJ Hamilton (NZ),2005-2005,2,2,2,3,2*,-,6,50,0,0,0,ODI,Batting
RT Hart (NZ),1985-1985,1,1,0,3,3,3,29,10.34,0,0,0,ODI,Batting
PD Heyn (SL),1975-1975,2,2,0,3,2,1.5,20,15,0,0,0,ODI,Batting
Ijaz Ahmed jnr (Pak),1997-1997,2,1,1,3,3*,-,2,150,0,0,0,ODI,Batting
CK Kruger (HK),2008-2008,2,2,0,3,3,1.5,20,15,0,0,1,ODI,Batting
Mahbubur Rahman (Ban),1999-1999,1,1,0,3,3,3,8,37.5,0,0,0,ODI,Batting
Mazharul Haque (Ban),2002-2002,1,1,0,3,3,3,18,16.66,0,0,0,ODI,Batting
MC Mendis (SL),1995-1995,1,1,1,3,3*,-,2,150,0,0,0,ODI,Batting
DJ Murray (NZ),1994-1994,1,1,0,3,3,3,17,17.64,0,0,0,ODI,Batting
T Muzarabani (Zim),2015-2015,1,1,0,3,3,3,13,23.07,0,0,0,ODI,Batting
SV Nayak (India),1981-1982,4,1,0,3,3,3,19,15.78,0,0,0,ODI,Batting
IE O'Brien (NZ),2008-2009,10,2,2,3,3*,-,11,27.27,0,0,0,ODI,Batting
Pankaj Singh (India),2010-2010,1,1,1,3,3*,-,3,100,0,0,0,ODI,Batting
JM Patel (Can),1979-1979,3,3,0,3,2,1,23,13.04,0,0,1,ODI,Batting
MJ Petrie (Scot),2009-2009,4,2,0,3,3,1.5,18,16.66,0,0,1,ODI,Batting
GD Porter (Aus),1979-1979,2,1,0,3,3,3,9,33.33,0,0,0,ODI,Batting
U Ranchod (Zim),1992-1993,3,1,1,3,3*,-,6,50,0,0,0,ODI,Batting
RE Redmond (NZ),1973-1973,2,1,0,3,3,3,11,27.27,0,0,0,ODI,Batting
A Shamshudeen (Can),2007-2007,1,1,0,3,3,3,28,10.71,0,0,0,ODI,Batting
CEL Stuart (WI),2001-2001,5,1,1,3,3*,-,13,23.07,0,0,0,ODI,Batting
Taskin Ahmed (Ban),2014-2015,14,6,3,3,2,1,11,27.27,0,0,1,ODI,Batting
JN Valentine (Can),1979-1979,3,2,2,3,3*,-,17,17.64,0,0,0,ODI,Batting
CJPG van Zyl (SA),1992-1992,2,2,1,3,3*,3,11,27.27,0,0,1,ODI,Batting
Zahid Ahmed (Pak),1987-1987,2,2,1,3,3*,3,13,23.07,0,0,1,ODI,Batting
MZ Zahir (Can),2009-2009,1,1,1,3,3*,-,13,23.07,0,0,0,ODI,Batting
Zakiullah Zaki (Afg),2012-2012,1,1,1,3,3*,-,22,13.63,0,0,0,ODI,Batting
JP Agnew (Eng),1985-1985,3,1,1,2,2*,-,3,66.66,0,0,0,ODI,Batting
Ahmed Shah (Afg),2009-2009,1,1,0,2,2,2,10,20,0,0,0,ODI,Batting
Anisur Rahman (Ban),1995-1998,2,2,0,2,2,1,11,18.18,0,0,1,ODI,Batting
DJ Cullen (Aus),2006-2006,5,1,1,2,2*,-,3,66.66,0,0,0,ODI,Batting
BR Dorey (Aus),2006-2006,4,1,0,2,2,2,8,25,0,0,0,ODI,Batting
WJ Edwards (Aus),1975-1975,1,1,0,2,2,2,14,14.28,0,0,0,ODI,Batting
Elias Sunny (Ban),2011-2012,4,4,2,2,1*,1,11,18.18,0,0,1,ODI,Batting
PG Gillespie (Ire),2006-2007,5,4,0,2,2,0.5,14,14.28,0,0,3,ODI,Batting
AAW Gunawardena (SL),1994-1994,1,1,0,2,2,2,10,20,0,0,0,ODI,Batting
KC Hodsoll (Ber),2007-2008,3,2,1,2,2*,2,7,28.57,0,0,1,ODI,Batting
Irfan Sajid (UAE),2014-2014,1,1,0,2,2,2,5,40,0,0,0,ODI,Batting
Junaid Zia (Pak),2003-2003,4,2,1,2,2*,2,7,28.57,0,0,1,ODI,Batting
K Kamyuka (Can),2013-2013,2,1,0,2,2,2,2,100,0,0,0,ODI,Batting
Kashif Raza (Pak),2001-2001,1,1,1,2,2*,-,2,100,0,0,0,ODI,Batting
RJ Kirtley (Eng),2001-2004,11,2,0,2,1,1,11,18.18,0,0,0,ODI,Batting
DS Kulkarni (India),2014-2015,8,1,1,2,2*,-,2,100,0,0,0,ODI,Batting
Masood Iqbal (Pak),1984-1984,1,1,0,2,2,2,2,100,0,0,0,ODI,Batting
SC Meaker (Eng),2011-2011,2,2,0,2,1,1,16,12.5,0,0,0,ODI,Batting
JN Mohammed (WI),2011-2011,1,1,0,2,2,2,21,9.52,0,0,0,ODI,Batting
DWO Morgan (Ber),2006-2006,2,2,0,2,1,1,11,18.18,0,0,0,ODI,Batting
Morshed Ali Khan (Ban),1998-1998,3,1,1,2,2*,-,4,50,0,0,0,ODI,Batting
SP Mukherjee (India),1990-1991,3,1,1,2,2*,-,2,100,0,0,0,ODI,Batting
Nadeem Khan (Pak),1993-1995,2,1,0,2,2,2,3,66.66,0,0,0,ODI,Batting
Nasir Javed (USA),2004-2004,1,1,1,2,2*,-,19,10.52,0,0,0,ODI,Batting
DR O'Sullivan (NZ),1974-1976,3,2,1,2,1*,2,5,40,0,0,0,ODI,Batting
R Pathan (Can),2013-2013,1,1,0,2,2,2,9,22.22,0,0,0,ODI,Batting
MR Pydanna (WI),1980-1983,3,1,1,2,2*,-,3,66.66,0,0,0,ODI,Batting
ACL Richards (WI),2007-2007,1,1,0,2,2,2,2,100,0,0,0,ODI,Batting
Sameer Zia (UAE),2004-2004,1,1,1,2,2*,-,20,10,0,0,0,ODI,Batting
JNK Shannon (Ire),2013-2013,1,1,0,2,2,2,8,25,0,0,0,ODI,Batting
GJ Thompson (Ire),2008-2008,3,2,0,2,2,1,21,9.52,0,0,1,ODI,Batting
PIC Thompson (WI),1997-1997,2,1,0,2,2,2,7,28.57,0,0,0,ODI,Batting
MS Tshabalala (SA),2007-2007,4,1,1,2,2*,-,3,66.66,0,0,0,ODI,Batting
AP Weerakkody (SL),1994-1994,1,1,0,2,2,2,4,50,0,0,0,ODI,Batting
MD Wettimuny (SL),1983-1983,1,1,0,2,2,2,11,18.18,0,0,0,ODI,Batting
DF Whatmore (Aus),1980-1980,1,1,0,2,2,2,6,33.33,0,0,0,ODI,Batting
AGD Wickremasinghe (SL),1992-1993,4,1,0,2,2,2,10,20,0,0,0,ODI,Batting
Abdul Rehman (UAE),2004-2004,1,1,0,1,1,1,13,7.69,0,0,0,ODI,Batting
Alawi Shukri (UAE),2008-2008,1,1,0,1,1,1,3,33.33,0,0,0,ODI,Batting
Aminul Islam jnr (Ban),1999-1999,1,1,1,1,1*,-,0,-,0,0,0,ODI,Batting
PJ Bakker (Neth),1996-1996,5,1,1,1,1*,-,4,25,0,0,0,ODI,Batting
GA Cope (Eng),1977-1978,2,1,1,1,1*,-,1,100,0,0,0,ODI,Batting
MC Cowdrey (Eng),1971-1971,1,1,0,1,1,1,5,20,0,0,0,ODI,Batting
CI Dunusinghe (SL),1995-1995,1,1,0,1,1,1,1,100,0,0,0,ODI,Batting
MTG Elliott (Aus),1997-1997,1,1,0,1,1,1,6,16.66,0,0,0,ODI,Batting
RS Ghai (India),1984-1986,6,1,0,1,1,1,3,33.33,0,0,0,ODI,Batting
Gurdeep Singh (Kenya),2013-2013,1,1,0,1,1,1,23,4.34,0,0,0,ODI,Batting
Iqbal Sikander (Pak),1992-1992,4,1,1,1,1*,-,3,33.33,0,0,0,ODI,Batting
SA Jayasinghe (SL),1979-1979,2,1,0,1,1,1,3,33.33,0,0,0,ODI,Batting
SP Jones (Eng),2004-2005,8,1,0,1,1,1,2,50,0,0,0,ODI,Batting
B Laughlin (Aus),2009-2009,5,1,1,1,1*,-,9,11.11,0,0,0,ODI,Batting
SCG MacGill (Aus),2000-2000,3,2,1,1,1,1,3,33.33,0,0,0,ODI,Batting
Mahmood Hamid (Pak),1995-1995,1,1,0,1,1,1,6,16.66,0,0,0,ODI,Batting
GJ McCarter (Ire),2014-2014,1,1,1,1,1*,-,1,100,0,0,0,ODI,Batting
Mohammad Kashif (Neth),2006-2010,11,3,0,1,1,0.33,17,5.88,0,0,2,ODI,Batting
Moniruzzaman (Ban),2003-2003,2,2,0,1,1,0.5,20,5,0,0,1,ODI,Batting
PV Mpitsang (SA),1999-1999,2,1,1,1,1*,-,1,100,0,0,0,ODI,Batting
M Mulla (Can),2007-2007,1,1,0,1,1,1,11,9.09,0,0,0,ODI,Batting
W Mwayenga (Zim),2002-2004,3,2,0,1,1,0.5,11,9.09,0,0,1,ODI,Batting
DP Nannes (Aus),2009-2009,1,1,0,1,1,1,2,50,0,0,0,ODI,Batting
Nasim-ul-Ghani (Pak),1973-1973,1,1,0,1,1,1,8,12.5,0,0,0,ODI,Batting
NV Ojha (India),2010-2010,1,1,0,1,1,1,7,14.28,0,0,0,ODI,Batting
G Onions (Eng),2009-2009,4,1,0,1,1,1,2,50,0,0,0,ODI,Batting
KA Patel (Kenya),2006-2006,2,2,1,1,1*,1,4,25,0,0,1,ODI,Batting
AK Perera (SL),2013-2014,3,1,0,1,1,1,5,20,0,0,0,ODI,Batting
RR Ramdass (WI),2005-2005,1,1,0,1,1,1,9,11.11,0,0,0,ODI,Batting
SJ Roberts (NZ),1990-1990,2,1,1,1,1*,-,2,50,0,0,0,ODI,Batting
LC Romero (USA),2004-2004,2,2,0,1,1,0.5,7,14.28,0,0,1,ODI,Batting
R Sharma (India),2011-2012,4,1,0,1,1,1,2,50,0,0,0,ODI,Batting
KJ Silva (SL),1995-1995,1,1,1,1,1*,-,1,100,0,0,0,ODI,Batting
AM Stuart (Aus),1997-1997,3,1,0,1,1,1,7,14.28,0,0,0,ODI,Batting
JP Taylor (Eng),1993-1993,1,1,0,1,1,1,8,12.5,0,0,0,ODI,Batting
LB Taylor (Eng),1986-1986,2,1,1,1,1*,-,6,16.66,0,0,0,ODI,Batting
JG Thomas (Eng),1986-1987,3,3,2,1,1*,1,7,14.28,0,0,1,ODI,Batting
S Tyagi (India),2009-2010,4,1,1,1,1*,-,2,50,0,0,0,ODI,Batting
KPJ Warnaweera (SL),1990-1993,6,3,3,1,1*,-,11,9.09,0,0,0,ODI,Batting
BA Westdijk (Neth),2011-2011,4,3,1,1,1*,0.5,6,16.66,0,0,2,ODI,Batting
NS Yadav (India),1986-1987,7,2,2,1,1*,-,16,6.25,0,0,0,ODI,Batting
B Yograj Singh (India),1980-1981,6,4,2,1,1,0.5,12,8.33,0,0,1,ODI,Batting
Yunus Badat (EAf),1975-1975,2,2,0,1,1,0.5,7,14.28,0,0,1,ODI,Batting
Aman Ali (UAE),2008-2008,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
J Angel (Aus),1994-1995,3,1,0,0,0,0,3,0,0,0,1,ODI,Batting
Anwar Hossain Monir (Ban),2002-2002,1,1,1,0,0*,-,8,0,0,0,0,ODI,Batting
S Baksh (Can),1979-1979,1,1,0,0,0,0,6,0,0,0,1,ODI,Batting
MRCN Bandaratilleke (SL),1998-1998,3,1,0,0,0,0,2,0,0,0,1,ODI,Batting
JE Benjamin (Eng),1994-1995,2,1,0,0,0,0,6,0,0,0,1,ODI,Batting
A Bhandari (India),2000-2004,2,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
DL Blake (USA),2004-2004,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
BP Bracewell (NZ),1978-1978,1,1,1,0,0*,-,4,0,0,0,0,ODI,Batting
RG Callender (Can),1979-1979,2,2,0,0,0,0,5,0,0,0,2,ODI,Batting
NM Carter (Scot),2013-2013,3,1,0,0,0,0,6,0,0,0,1,ODI,Batting
Ehsan Nawaz (HK),2014-2014,2,2,1,0,0*,0,3,0,0,0,1,ODI,Batting
Fahad Alhashmi (UAE),2008-2015,5,3,0,0,0,0,7,0,0,0,3,ODI,Batting
R Flannigan (Scot),2010-2010,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
PLS Gamage (SL),2014-2015,5,2,2,0,0*,-,12,0,0,0,0,ODI,Batting
LR Gibbs (WI),1973-1975,3,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
N Gifford (Eng),1985-1985,2,1,0,0,0,0,8,0,0,0,1,ODI,Batting
VD Grandia (Neth),2002-2002,1,1,0,0,0,0,5,0,0,0,1,ODI,Batting
RG Hart (NZ),2002-2002,2,1,0,0,0,0,9,0,0,0,1,ODI,Batting
Harunur Rashid (Ban),1988-1988,2,2,0,0,0,0,17,0,0,0,2,ODI,Batting
SM Harwood (Aus),2009-2009,1,1,0,0,0,0,4,0,0,0,1,ODI,Batting
JR Hazlewood (Aus),2010-2015,13,1,1,0,0*,-,4,0,0,0,0,ODI,Batting
PHT Kaushal (SL),2015-2015,1,1,0,0,0,0,1,0,0,0,1,ODI,Batting
GJP Kruger (SA),2006-2006,3,2,1,0,0*,0,10,0,0,0,1,ODI,Batting
AGR Loudon (Eng),2006-2006,1,1,0,0,0,0,0,-,0,0,1,ODI,Batting
AW Mathieson (NZ),2015-2015,1,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
JP Millmow (NZ),1990-1990,5,1,1,0,0*,-,3,0,0,0,0,ODI,Batting
Mohammad Khalil (Pak),2005-2005,3,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
Mohammad Talha (Pak),2014-2014,3,1,0,0,0,0,1,0,0,0,1,ODI,Batting
D Mohammed (WI),2006-2008,7,1,1,0,0*,-,2,0,0,0,0,ODI,Batting
Naeem Ahmed (Pak),1978-1978,1,1,1,0,0*,-,8,0,0,0,0,ODI,Batting
Najaf Shah (Pak),2007-2007,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
Naseer Malik (Pak),1975-1975,3,1,1,0,0*,-,13,0,0,0,0,ODI,Batting
Nasir Hameed (HK),2004-2004,1,1,0,0,0,0,1,0,0,0,1,ODI,Batting
AM Nayar (India),2009-2009,3,1,1,0,0*,-,7,0,0,0,0,ODI,Batting
N Ncube (Zim),2011-2011,1,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
MB Owens (NZ),1992-1992,1,1,0,0,0,0,3,0,0,0,1,ODI,Batting
NM Parker (NZ),1976-1976,1,1,0,0,0,0,3,0,0,0,1,ODI,Batting
NT Pascal (WI),2009-2009,1,1,0,0,0,0,1,0,0,0,1,ODI,Batting
N Phillip (WI),1978-1978,1,1,0,0,0,0,5,0,0,0,1,ODI,Batting
AG Puttick (SA),2005-2005,1,1,0,0,0,0,5,0,0,0,1,ODI,Batting
NV Radford (Eng),1988-1988,6,3,2,0,0*,0,7,0,0,0,1,ODI,Batting
Rafiqul Islam (Ban),2002-2002,1,1,0,0,0,0,5,0,0,0,1,ODI,Batting
DR Ramsammy (Can),2012-2012,1,1,0,0,0,0,3,0,0,0,1,ODI,Batting
N Ranatunga (SL),1993-1993,2,1,0,0,0,0,3,0,0,0,1,ODI,Batting
Raza Hasan (Pak),2014-2014,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
Rizwan Latif (UAE),2004-2004,1,1,0,0,0,0,2,0,0,0,1,ODI,Batting
Robiul Islam (Ban),2013-2013,3,1,1,0,0*,-,1,0,0,0,0,ODI,Batting
Shadab Kabir (Pak),1996-1996,3,3,0,0,0,0,5,0,0,0,3,ODI,Batting
Shakeel Khan (Pak),1987-1987,1,1,0,0,0,0,4,0,0,0,1,ODI,Batting
GS Sobers (WI),1973-1973,1,1,0,0,0,0,6,0,0,0,1,ODI,Batting
Tanvir Mehdi (Pak),1992-1992,1,1,0,0,0,0,5,0,0,0,1,ODI,Batting
M Venkataramana (India),1988-1988,1,1,1,0,0*,-,0,-,0,0,0,ODI,Batting
R Walters (Nam),2003-2003,2,2,0,0,0,0,5,0,0,0,2,ODI,Batting
CM Willoughby (SA),2000-2003,3,2,0,0,0,0,4,0,0,0,2,ODI,Batting
Zakir Hossain (Ban),1998-1998,1,1,0,0,0,0,1,0,0,0,1,ODI,Batting
Aamer Hameed (Pak),1977-1978,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Abdur Rauf (Pak),2008-2008,4,-,-,-,-,-,-,-,-,-,-,ODI,Batting
FS Ahangama (SL),1985-1985,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
GW Aldridge (NZ),2011-2011,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
ZS Ansari (Eng),2015-2015,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Ashfaq Ahmed (Pak),1994-1994,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
MD Bailey (NZ),1998-1998,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
GR Beard (Aus),1981-1981,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
T Bosch (SA),1992-1992,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
DR Briggs (Eng),2012-2012,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
SA Britton (Ire),2009-2009,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
PKD Chase (Ire),2015-2015,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
WM Clark (Aus),1978-1978,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
DJ Colley (Aus),1972-1972,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
AN Connolly (Aus),1971-1971,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
NGB Cook (Eng),1984-1989,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
ML Cummins (WI),2014-2014,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
A Dananjaya (SL),2012-2012,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Dawlat Ahmadzai (Afg),2009-2010,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
M de Lange (SA),2012-2015,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
N Dutta (Can),2013-2013,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Fareed Ahmad (Afg),2014-2014,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
KADM Fernando (SL),2003-2003,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
TN Garwe (Zim),2009-2009,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
WT Gavera (PNG),2014-2014,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
MS Gony (India),2008-2008,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
FRMD Gunatilleke (SL),1979-1979,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
PL Harris (SA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
CW Henderson (SA),2001-2001,4,-,-,-,-,-,-,-,-,-,-,ODI,Batting
RG Holland (Aus),1985-1985,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Irfan Bhatti (Pak),1993-1993,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
F Jansen (Neth),1996-1996,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
PS Jayaprakashdaran (SL),2005-2005,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
R Kaia (Zim),2015-2015,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
JC Kent (SA),2002-2002,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
VJ Kingma (Neth),2014-2014,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
DV Lawrence (Eng),1991-1991,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
JL Louw (Nam),2003-2003,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
AJ Mackay (Zim),2001-2001,3,-,-,-,-,-,-,-,-,-,-,ODI,Batting
GD McKenzie (Aus),1971-1971,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Mohibullah Oryakhel (Afg),2013-2013,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
J Nagenda (EAf),1975-1975,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
RG Nijman (Neth),2009-2009,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
AA Noffke (Aus),2008-2008,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
M Panchal (Neth),2007-2007,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
SD Parry (Eng),2014-2014,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Parvez Rasool (India),2014-2014,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
RGM Patel (India),1988-1988,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
KG Perera (SL),1986-1986,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
P Raho (PNG),2014-2014,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Randhir Singh (India),1981-1983,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
NLK Ratnayake (SL),1989-1990,2,-,-,-,-,-,-,-,-,-,-,ODI,Batting
EB Ringera (Kenya),2011-2011,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
Rizwan Ahmed (Pak),2008-2008,1,-,-,-,-,-,-,-,-,-,-,ODI,Batting
